Filename,DictionaryIPA,DictionaryTone,VowelLength,IPA,Coda,ReclassifiedTone,ReclassifiedVowelLength,VowelQuality,PhonemicIPA,ReclassifiedIPA,ReclassifiedCoda,Exclude,DictionaryMatch,Onset,OnsType
WZ14_1_4_1,kan1,1,short,kan1,nasal,1,short,a,kan,kan,nasal,Keep,yes,k,voiceless stop
WZ14_6_130_3,faːn6,6,long,faːn6,nasal,6,long,a,faːn,faːn,nasal,Keep,yes,f,voiceless fricative
WZ14_0_195_4,kɯːt8,0,long,kɯːt8,obstruent,0,long,,,kɯːt,obstruent,Skipped,NA,k,voiceless stop
WZ14_2_32_2,san2,2,short,san2,nasal,2,short,a,θan,ɬan,nasal,Extra,NA,ɬ,voiceless fricative
WZ14_4_82_3,ɕa4,4,short,ɕa4,nocoda,4,long,a,ɕaː,ɕaː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_6_117_1,haːn6,6,long,haːn6,nasal,6,long,a,haːn,haːn,nasal,Keep,yes,h,voiceless fricative
WZ14_5_148_4,θaːu5_or_pat7,5,long,θaːu5,nocoda,5,long,au,θaːu,ɬaːu,nocoda,Keep,yes,ɬ,voiceless fricative
WZ14_9_175_4,ɕaːt9,9,long,ɕaːt9,obstruent,9,long,a,ɕaːt,ɕaːt,obstruent,Extra,NA,ɕ,voiceless fricative
WZ14_0_189_2,taːk8,0,long,taːk8,obstruent,6,long,,,lɯaŋ,nasal,Exclude (Mandarin),NA,l,sonorant
WZ14_1_5_5,tin1,1,short,tin1,nasal,1,long,a,haː,haː,nocoda,Keep,no,h,voiceless fricative
WZ14_1_8_4,soːn1,1,long,soːn1,nasal,1,long,o,θoːn,ɬɤːn,nasal,Keep,yes,ɬ,voiceless fricative
WZ14_2_43_2,tu2,2,short,tu2,nocoda,2,long,u,tuː,tuː,nocoda,Keep,yes,t,voiceless stop
WZ14_7_138_4,ɣat7,7,short,ɣat7,obstruent,7,short,a,ɣat,ɣat,obstruent,Keep,yes,ɣ,voiced fricative
WZ14_7_143_4,tɯk7,7,short,tɯk7,obstruent,7,short,ɯ,tɯk,tɯk,obstruent,Keep,yes,t,voiceless stop
WZ14_5_131_2,puən5_or_tiŋ2,5,short,puən5,nasal,5,long,uə,puːən,puːən,nasal,Keep,yes,p,voiceless stop
WZ14_5_92_8,taːn5,5,long,taːn5,nasal,5,long,a,taːn,taːn,nasal,Extra,NA,t,voiceless stop
WZ14_4_81_3,heːn4_or_hen4,4,NA,hen4,nasal,4,NA,e,heːn,hen,nasal,Extra,yes,h,voiceless fricative
WZ14_5_92_9,taːn5,5,long,taːn5,nasal,5,long,a,taːn,taːn,nasal,Extra,NA,t,voiceless stop
WZ14_5_111_4,to5,5,short,to5,nocoda,2,NA,i,tin,tin,nasal,Keep,no,t,voiceless stop
WZ14_6_125_3,ɕe6,6,short,ɕe6,nocoda,6,long,e,ɕeː,ɕeː,nocoda,Extra,NA,ɕ,voiceless fricative
WZ14_5_101_1,suːn5,5,long,suːn5,nasal,5,long,uə,θuːən,ɬuːən,nasal,Keep,yes,ɬ,voiceless fricative
WZ14_5_93_3,san5,5,short,san5,nasal,5,short,a,θan,ɬan,nasal,Keep,yes,ɬ,voiceless fricative
WZ14_2_45_3,ɕɯ2,2,short,ɕɯ2,nocoda,2,long,ɯ,ɕɯː,ɕɯː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_3_61_2,hen3,3,short,hen3,nasal,3,short,e,heːn,hen,nasal,Keep,yes,h,voiceless fricative
WZ14_9_182_3,θɯk7_or_ɕaːt9,9,long,ɕaːt9,obstruent,9,long,a,ɕaːt,ɕaːt,obstruent,Keep,yes,ɕ,voiceless fricative
WZ14_1_7_4,ɕiːn1,1,long,ɕiːn1,nasal,1,long,iə,ɕiːən,ɕiːən,nasal,Extra,NA,ɕ,voiceless fricative
WZ14_2_47_5,haːn2,2,long,haːn2,nasal,3,NA,au,hau,hau,nocoda,Keep,no,h,voiceless fricative
WZ14_6_115_4,hɯn5_or_ku6,6,short,ku6,nocoda,7,short,o,ɕop,ɕɔp,obstruent,Keep,no,ɕ,voiceless fricative
WZ14_2_50_4,fɯn2_or_liəu1,2,short,fɯn2,nasal,2,short,ɯ,fɯn,fɯn,nasal,Keep,yes,f,voiceless fricative
WZ14_3_54_6,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Extra,NA,t,voiceless stop
WZ14_1_83_3,ɕa4_or_baːŋ1,1,long,baːŋ1,nasal,1,long,,,baːŋ,nasal,Skipped,NA,b,voiced stop
WZ14_7_137_3,ɕat7,7,short,ɕat7,obstruent,7,short,a,ɕat,sat,obstruent,Keep,yes,s,voiceless fricative
WZ14_3_59_3,tin3,3,short,tin3,nasal,3,short,i,tin,tin,nasal,Keep,yes,t,voiceless stop
WZ14_1_16_4,ha1,1,short,ha1,nocoda,1,long,a,haː,haː,nocoda,Keep,yes,h,voiceless fricative
WZ14_6_115_5,hɯn5_or_ku6,6,short,ku6,nocoda,7,short,o,ɕop,ɕɔp,obstruent,Keep,no,ɕ,voiceless fricative
WZ14_0_190_4,ɣaːk8,0,long,ɣaːk8,obstruent,0,long,,,ɣaːk,obstruent,Skipped,NA,ɣ,voiced fricative
WZ14_6_118_3,han6,6,short,han6,nasal,6,short,a,han,han,nasal,Keep,yes,h,voiceless fricative
WZ14_1_1_2,ɕan1,1,short,ɕan1,nasal,1,short,a,ɕan,san,nasal,Keep,yes,s,voiceless fricative
WZ14_2_46_8,tin2,2,short,tin2,nasal,2,short,i,tin,tin,nasal,Extra,NA,t,voiceless stop
WZ14_7_136_3,dat7,7,short,dat7,obstruent,3,NA,a,kan,kan,nasal,Keep,no,k,voiceless stop
WZ14_6_121_2,so6,6,short,so6,nocoda,6,long,o,θoː,kʰlɤː,nocoda,Keep,yes,k,voiceless stop
WZ14_7_145_4,tok7,7,short,tok7,obstruent,7,short,o,tok,tɔk,obstruent,Extra,yes,t,voiceless stop
WZ14_2_49_4,tuən2,2,short,tuən2,nasal,5,NA,a,nan,nam,nasal,Keep,no,n,nasal
WZ14_5_88_4,pon5,5,short,pon5,nasal,1,NA,a,tam,tam,nasal,Keep,no,t,voiceless stop
WZ14_7_57_5,kan3_or_kit7,7,short,kit7,obstruent,7,short,a,kat,kat,obstruent,Keep,no,k,voiceless stop
WZ14_5_107_9,ɕi5,5,short,ɕi5,nocoda,5,long,i,ɕiː,ɕiː,nocoda,Extra,NA,ɕ,voiceless fricative
WZ14_2_32_3,san2,2,short,san2,nasal,2,short,a,θan,ɬan,nasal,Extra,NA,ɬ,voiceless fricative
WZ14_7_153_2,pit7,7,short,pit7,obstruent,7,short,i,pit,pit,obstruent,Keep,yes,p,voiceless stop
WZ14_3_61_3,hen3,3,short,hen3,nasal,3,short,e,heːn,hen,nasal,Keep,yes,h,voiceless fricative
WZ14_5_109_3,to5,5,short,to5,nocoda,5,long,o,toː,tɤː,nocoda,Keep,yes,t,voiceless stop
WZ14_3_60_7,tin3,3,short,tin3,nasal,3,short,i,tin,tin,nasal,Extra,NA,t,voiceless stop
WZ14_5_92_10,taːn5,5,long,taːn5,nasal,5,long,a,taːn,taːn,nasal,Extra,NA,t,voiceless stop
WZ14_6_130_4,faːn6,6,long,faːn6,nasal,6,long,a,faːn,faːn,nasal,Keep,yes,f,voiceless fricative
WZ14_5_110_4,to5,5,short,to5,nocoda,5,short,,,mazaŋ,nasal,2S,NA,m,nasal
WZ14_2_43_3,tu2,2,short,tu2,nocoda,2,long,u,tuː,tuː,nocoda,Keep,yes,t,voiceless stop
WZ14_2_41_2,ka2,2,short,ka2,nocoda,2,long,a,kaː,kaː,nocoda,Keep,yes,k,voiceless stop
WZ14_3_68_5,do3,3,short,do3,nocoda,3,long,o,doː,dɤː,nocoda,Extra,NA,d,voiced stop
WZ14_3_71_3,su3,3,short,su3,nocoda,3,long,u,θuː,ɬuː,nocoda,Keep,yes,ɬ,voiceless fricative
WZ14_1_20_4,ti1_or_baːŋ3,1,short,ti1,nocoda,1,long,i,tiː,tiː,nocoda,Keep,yes,t,voiceless stop
WZ14_5_92_11,taːn5,5,long,taːn5,nasal,5,long,a,taːn,taːn,nasal,Extra,NA,t,voiceless stop
WZ14_8_169_3,tɯk8,8,short,tɯk8,obstruent,8,short,ɯ,tɯk,tɯk,obstruent,Keep,yes,t,voiceless stop
WZ14_5_108_5,tɕi5,5,short,tɕi5,nocoda,5,long,oi,ɕoːi,ɬaːi,nocoda,Keep,yes,ɬ,voiceless fricative
WZ14_6_119_4,ta6,6,short,ta6,nocoda,1,NA,uə,muːəŋ,muːəŋ,nasal,Keep,no,m,nasal
WZ14_8_169_4,tɯk8,8,short,tɯk8,obstruent,8,short,ɯ,tɯk,tɯk,obstruent,Keep,yes,t,voiceless stop
WZ14_7_136_4,dat7,7,short,dat7,obstruent,3,NA,a,kan,kan,nasal,Keep,no,k,voiceless stop
WZ14_3_62_3,dɯn3,3,short,dɯn3,nasal,3,short,ɯ,dɯn,dɯn,nasal,Keep,yes,d,voiced stop
WZ14_2_48_4,tiən2,2,short,tiən2,nasal,2,long,iə,tiːən,tiːən,nasal,Keep,yes,t,voiceless stop
WZ14_5_94_2,san5,5,short,san5,nasal,5,short,a,θan,ɬan,nasal,Extra,NA,ɬ,voiceless fricative
WZ14_0_197_1,ɣɯːt8,0,long,ɣɯːt8,obstruent,0,long,,,ɣɯːt,obstruent,Skipped,NA,ɣ,voiced fricative
WZ14_7_133_4,tɯk7_or_ta3,7,short,tɯk7,obstruent,7,short,ɯ,tɯk,tɯk,obstruent,Extra,yes,t,voiceless stop
WZ14_4_89_2,heːn4,4,long,heːn4,nasal,4,long,e,heːn,heːn,nasal,Keep,yes,h,voiceless fricative
WZ14_6_123_4,ɣo6,6,short,ɣo6,nocoda,6,NA,au,lau,lau,nocoda,Keep,no,l,sonorant
WZ14_8_80_3,ɣaːt8_or_ɣon4,8,long,ɣaːt8,obstruent,0,long,a,ɣaːt,ɹaːt,obstruent,Keep,yes,ɹ,sonorant
WZ14_7_141_3,kut7,7,short,kut7,obstruent,7,short,,,kut,obstruent,Skipped,NA,k,voiceless stop
WZ14_8_159_3,ɕak8,8,short,ɕak8,obstruent,8,short,a,ɕak,sak,obstruent,Keep,yes,s,voiceless fricative
WZ14_3_73_2,fan3,3,short,fan3,nasal,3,short,a,fan,fan,nasal,Keep,yes,f,voiceless fricative
WZ14_3_75_2,peːn3,3,long,peːn3,nasal,3,long,e,peːn,peːn,nasal,Keep,yes,p,voiceless stop
WZ14_8_161_4,sak8,8,short,sak8,obstruent,5,long,oi,θoːi,ɬɔːi,nocoda,Keep,no,ɬ,voiceless fricative
WZ14_1_2_4,han1,1,short,han1,nasal,5,NA,e,heːm,heːm,nasal,Keep,no,h,voiceless fricative
WZ14_8_166_3,tok8,8,short,tok8,obstruent,8,short,o,tok,tɔk,obstruent,Extra,NA,t,voiceless stop
WZ14_4_84_3,va4,4,short,va4,nocoda,4,long,a,waː,waː,nocoda,Keep,yes,w,sonorant
WZ14_5_93_4,san5,5,short,san5,nasal,5,short,a,θan,ɬan,nasal,Keep,yes,ɬ,voiceless fricative
WZ14_5_112_1,pan5,5,short,pan5,nasal,5,short,a,pan,pan,nasal,Keep,yes,p,voiceless stop
WZ14_3_154_2,tiəm3,3,short,tiəm3,nasal,3,short,,,tiəm,nasal,Skipped,NA,t,voiceless stop
WZ14_2_39_2,hen2,2,short,hen2,nasal,2,short,e,heːn,hen,nasal,Keep,yes,h,voiceless fricative
WZ14_1_4_2,kan1,1,short,kan1,nasal,1,short,a,kan,kan,nasal,Keep,yes,k,voiceless stop
WZ14_6_132_2,pɯn6,6,short,pɯn6,nasal,4,NA,ai,hai,hai,nocoda,Keep,no,h,voiceless fricative
WZ14_5_109_4,to5,5,short,to5,nocoda,5,long,o,toː,tɤː,nocoda,Keep,yes,t,voiceless stop
WZ14_1_6_3,ɕiːn1,1,long,ɕiːn1,nasal,1,long,iə,ɕiːən,ɕiːən,nasal,Keep,yes,ɕ,voiceless fricative
WZ14_3_70_3,hap7_or_man3_or_he3,3,short,he3,nocoda,3,long,e,heː,heː,nocoda,Keep,yes,h,voiceless fricative
WZ14_3_185_3,kɯən3_or_pliəŋ3,3,short,kɯən3,nasal,3,long,uə,puːən,puːən,nasal,Keep,no,p,voiceless stop
WZ14_5_96_3,haːn5,5,long,haːn5,nasal,5,long,a,haːn,haːn,nasal,Keep,yes,h,voiceless fricative
WZ14_2_42_2,ɕi2,2,short,ɕi2,nocoda,2,long,oi,ɕoːi,ɕaːi,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_5_101_2,suːn5,5,long,suːn5,nasal,5,long,uə,θuːən,ɬuːən,nasal,Keep,yes,ɬ,voiceless fricative
WZ14_6_132_3,pɯn6,6,short,pɯn6,nasal,4,NA,ai,hai,hai,nocoda,Keep,no,h,voiceless fricative
WZ14_1_23_2,te1,1,short,te1,nocoda,1,long,e,teː,teː,nocoda,Keep,yes,t,voiceless stop
WZ14_8_167_3,ɕuk8,8,short,ɕuk8,obstruent,8,short,u,ɕuk,ɕɔk,obstruent,Extra,NA,ɕ,voiceless fricative
WZ14_6_121_3,so6,6,short,so6,nocoda,6,long,o,θoː,kʰlɤː,nocoda,Keep,yes,k,voiceless stop
WZ14_9_177_5,daːt9,9,long,daːt9,obstruent,9,long,a,daːt,daːt,obstruent,Keep,yes,d,voiced stop
WZ14_3_61_4,hen3,3,short,hen3,nasal,3,short,e,heːn,hen,nasal,Keep,yes,h,voiceless fricative
WZ14_5_102_4,suːn5,5,long,suːn5,nasal,5,long,uə,θuːən,ɬuːən,nasal,Extra,NA,ɬ,voiceless fricative
WZ14_3_149_4,tiəm3,3,short,tiəm3,nasal,3,short,,,tiəm,nasal,Skipped,NA,t,voiceless stop
WZ14_1_25_3,ʔan1,1,short,ʔan1,nasal,1,short,,,ʔan,nasal,Skipped,NA,ʔ,glottal stop
WZ14_5_100_3,kon5,5,short,kon5,nasal,2,NA,au,plau,pɹau,nocoda,Keep,no,p,voiceless stop
WZ14_1_13_2,dɯn1,1,short,dɯn1,nasal,1,short,ɯ,dɯn,dɯn,nasal,Keep,yes,d,voiced stop
WZ14_4_81_4,heːn4_or_hen4,4,NA,hen4,nasal,4,NA,e,heːn,hen,nasal,Extra,yes,h,voiceless fricative
WZ14_7_140_1,tok7,7,short,tok7,obstruent,7,short,o,tok,tɔk,obstruent,Keep,yes,t,voiceless stop
WZ14_6_122_4,ɕo6,6,short,ɕo6,nocoda,6,long,o,ɕoː,ɕɤː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_3_60_8,tin3,3,short,tin3,nasal,3,short,i,tin,tin,nasal,Extra,NA,t,voiceless stop
WZ14_7_183_4,ɕiət7,7,short,ɕiət7,obstruent,7,short,,,ɕiət,obstruent,Skipped,NA,ɕ,voiceless fricative
WZ14_0_189_3,taːk8,0,long,taːk8,obstruent,6,long,,,lɯaŋ,nasal,Exclude (Mandarin),NA,l,sonorant
WZ14_9_178_3,ɣaːk9,9,long,ɣaːk9,obstruent,7,short,i,dit,det,obstruent,Keep,no,d,voiced stop
WZ14_8_167_4,ɕuk8,8,short,ɕuk8,obstruent,8,short,u,ɕuk,ɕɔk,obstruent,Extra,NA,ɕ,voiceless fricative
WZ14_3_154_3,tiəm3,3,short,tiəm3,nasal,3,short,,,tiəm,nasal,Skipped,NA,t,voiceless stop
WZ14_7_183_5,ɕiət7,7,short,ɕiət7,obstruent,7,short,,,ɕiət,obstruent,Skipped,NA,ɕ,voiceless fricative
WZ14_8_165_4,tok8,8,short,tok8,obstruent,8,short,o,tok,tɔk,obstruent,Keep,yes,t,voiceless stop
WZ14_3_64_4,ta3,3,short,ta3,nocoda,3,long,a,taː,taː,nocoda,Keep,yes,t,voiceless stop
WZ14_3_73_3,fan3,3,short,fan3,nasal,3,short,a,fan,fan,nasal,Keep,yes,f,voiceless fricative
WZ14_3_65_4,si3,3,short,si3,nocoda,3,long,i,θiː,ɬiː,nocoda,Keep,yes,ɬ,voiceless fricative
WZ14_1_6_4,ɕiːn1,1,long,ɕiːn1,nasal,1,long,iə,ɕiːən,ɕiːən,nasal,Keep,yes,ɕ,voiceless fricative
WZ14_1_10_3,ɕeːn1,1,long,ɕeːn1,nasal,1,long,e,ɕeːn,ɕiːən,nasal,Keep,yes,ɕ,voiceless fricative
WZ14_2_33_2,ɣaːn2,2,long,ɣaːn2,nasal,2,long,a,ɣaːn,raːn,nasal,Keep,yes,r,sonorant
WZ14_9_180_5,tuːt7,9,long,tuːt7,obstruent,9,long,uə,tuːət,tuːət,obstruent,Keep,yes,t,voiceless stop
WZ14_7_140_2,tok7,7,short,tok7,obstruent,7,short,o,tok,tɔk,obstruent,Keep,yes,t,voiceless stop
WZ14_8_166_4,tok8,8,short,tok8,obstruent,8,short,o,tok,tɔk,obstruent,Extra,NA,t,voiceless stop
WZ14_5_96_4,haːn5,5,long,haːn5,nasal,5,long,a,haːn,haːn,nasal,Keep,yes,h,voiceless fricative
WZ14_3_62_4,dɯn3,3,short,dɯn3,nasal,3,short,ɯ,dɯn,dɯn,nasal,Keep,yes,d,voiced stop
WZ14_6_132_4,pɯn6,6,short,pɯn6,nasal,4,NA,ai,hai,hai,nocoda,Keep,no,h,voiceless fricative
WZ14_NA_172_2,pi5_ɣeːŋ4,NA,long,pi5_ɣeːŋ4,NA,NA,long,,,pi5_ɣeːŋ,nasal,Skipped,NA,p,voiceless stop
WZ14_3_154_4,tiəm3,3,short,tiəm3,nasal,3,short,,,tiəm,nasal,Skipped,NA,t,voiceless stop
WZ14_3_58_5,vaːn3,3,long,vaːn3,nasal,3,long,a,waːn,waːn,nasal,Keep,yes,w,sonorant
WZ14_6_132_5,pɯn6,6,short,pɯn6,nasal,4,NA,ai,hai,hai,nocoda,Keep,no,h,voiceless fricative
WZ14_7_137_4,ɕat7,7,short,ɕat7,obstruent,7,short,a,ɕat,sat,obstruent,Keep,yes,s,voiceless fricative
WZ14_2_42_3,ɕi2,2,short,ɕi2,nocoda,2,long,oi,ɕoːi,ɕaːi,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_7_153_3,pit7,7,short,pit7,obstruent,7,short,i,pit,pit,obstruent,Keep,yes,p,voiceless stop
WZ14_8_168_2,ɕuk8,8,short,ɕuk8,obstruent,8,short,u,ɕuk,ɕɔk,obstruent,Keep,yes,ɕ,voiceless fricative
WZ14_6_128_3,tu6,6,short,tu6,nocoda,6,long,u,tuː,tuː,nocoda,Extra,NA,t,voiceless stop
WZ14_6_122_5,ɕo6,6,short,ɕo6,nocoda,6,long,o,ɕoː,ɕɤː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_0_189_4,taːk8,0,long,taːk8,obstruent,6,long,,,lɯaŋ,nasal,Exclude (Mandarin),NA,l,sonorant
WZ14_2_171_3,san2,2,short,san2,nasal,2,short,a,θan,ɬan,nasal,Keep,yes,ɬ,voiceless fricative
WZ14_5_94_3,san5,5,short,san5,nasal,5,short,a,θan,ɬan,nasal,Extra,NA,ɬ,voiceless fricative
WZ14_1_21_2,ɕo1,1,short,ɕo1,nocoda,1,long,o,ɕoː,ɕɤː,nocoda,Extra,NA,ɕ,voiceless fricative
WZ14_0_194_4,ɣɯːt8,0,long,ɣɯːt8,obstruent,0,long,a,ɣaːt,ɣaːt,obstruent,Keep,no,ɣ,voiced fricative
WZ14_NA_172_3,pi5_ɣeːŋ4,NA,long,pi5_ɣeːŋ4,NA,NA,long,,,pi5_ɣeːŋ,nasal,Skipped,NA,p,voiceless stop
WZ14_7_147_3,bat7_or_bit7,7,short,bat7,obstruent,7,short,,,bat,obstruent,Skipped,NA,b,voiced stop
WZ14_1_15_5,ɣa1,1,short,ɣa1,nocoda,1,long,a,ɣaː,ɣaː,nocoda,Keep,yes,ɣ,voiced fricative
WZ14_2_41_3,ka2,2,short,ka2,nocoda,2,long,a,kaː,kaː,nocoda,Keep,yes,k,voiceless stop
WZ14_6_116_5,ɕaːn6,6,long,ɕaːn6,nasal,5,NA,ɯ,ɕɯn,ɕɯn,nasal,Keep,no,ɕ,voiceless fricative
WZ14_3_54_7,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Extra,NA,t,voiceless stop
WZ14_2_49_5,tuən2,2,short,tuən2,nasal,5,NA,a,nan,nam,nasal,Keep,no,n,nasal
WZ14_5_92_12,taːn5,5,long,taːn5,nasal,5,long,a,taːn,taːn,nasal,Extra,NA,t,voiceless stop
WZ14_3_75_3,peːn3,3,long,peːn3,nasal,3,long,e,peːn,peːn,nasal,Keep,yes,p,voiceless stop
WZ14_4_82_4,ɕa4,4,short,ɕa4,nocoda,4,long,a,ɕaː,ɕaː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_9_181_4,taːt9_or_θok7,9,long,taːt9,obstruent,9,long,a,taːt,taːt,obstruent,Keep,yes,t,voiceless stop
WZ14_4_89_3,heːn4,4,long,heːn4,nasal,4,long,,,heːn,nasal,Exclude Token,NA,h,voiceless fricative
WZ14_0_186_1,faːt8,0,long,faːt8,obstruent,8,short,a,map,map,obstruent,Keep,no,m,nasal
WZ14_7_142_3,ɕɯt7,7,short,ɕɯt7,obstruent,7,short,,,ɕɯt,obstruent,Skipped,NA,ɕ,voiceless fricative
WZ14_9_175_5,ɕaːt9,9,long,ɕaːt9,obstruent,9,long,a,ɕaːt,ɕaːt,obstruent,Extra,NA,ɕ,voiceless fricative
WZ14_3_69_2,ɕe3,3,short,ɕe3,nocoda,3,long,e,ɕeː,ɕeː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_1_27_2,puən1,1,short,puən1,nasal,1,long,uə,puːən,puːən,nasal,Keep,yes,p,voiceless stop
WZ14_6_117_2,haːn6,6,long,haːn6,nasal,6,long,a,haːn,haːn,nasal,Keep,yes,h,voiceless fricative
WZ14_2_45_4,ɕɯ2,2,short,ɕɯ2,nocoda,2,long,ɯ,ɕɯː,ɕɯː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_7_145_5,tok7,7,short,tok7,obstruent,7,short,o,tok,tɔk,obstruent,Extra,yes,t,voiceless stop
WZ14_6_127_2,tu6,6,short,tu6,nocoda,6,long,u,tuː,tuː,nocoda,Keep,yes,t,voiceless stop
WZ14_5_98_2,ɕaːn1_or_toːn5,5,long,toːn5,nasal,5,long,o,toːn,tɤːən,nasal,Keep,yes,t,voiceless stop
WZ14_5_100_4,kon5,5,short,kon5,nasal,2,NA,au,plau,pɹau,nocoda,Keep,no,p,voiceless stop
WZ14_2_33_3,ɣaːn2,2,long,ɣaːn2,nasal,2,long,a,ɣaːn,raːn,nasal,Keep,yes,r,sonorant
WZ14_5_92_13,taːn5,5,long,taːn5,nasal,5,long,a,taːn,taːn,nasal,Extra,NA,t,voiceless stop
WZ14_5_98_3,ɕaːn1_or_toːn5,5,long,toːn5,nasal,5,long,o,toːn,tɤːən,nasal,Keep,yes,t,voiceless stop
WZ14_3_185_4,kɯən3_or_pliəŋ3,3,short,kɯən3,nasal,3,long,uə,puːən,puːən,nasal,Keep,no,p,voiceless stop
WZ14_1_7_5,ɕiːn1,1,long,ɕiːn1,nasal,1,long,iə,ɕiːən,ɕiːən,nasal,Extra,NA,ɕ,voiceless fricative
WZ14_2_32_4,san2,2,short,san2,nasal,2,short,,,ɬan,nasal,Exclude Token,NA,ɬ,voiceless fricative
WZ14_0_191_4,ɕeːt8,0,long,ɕeːt8,obstruent,0,long,ɯə,ɕɯːət,ɕɯːət,obstruent,Keep,no,ɕ,voiceless fricative
WZ14_1_4_3,kan1,1,short,kan1,nasal,1,short,a,kan,kan,nasal,Keep,yes,k,voiceless stop
WZ14_9_26_4,keːk7,9,long,keːk7,obstruent,0,long,e,keːk,keːk,obstruent,Keep,no,k,voiceless stop
WZ14_8_80_4,ɣaːt8_or_ɣon4,8,long,ɣaːt8,obstruent,0,long,a,ɣaːt,ɹaːt,obstruent,Keep,yes,ɹ,sonorant
WZ14_0_197_2,ɣɯːt8,0,long,ɣɯːt8,obstruent,0,long,,,ɣɯːt,obstruent,Skipped,NA,ɣ,voiced fricative
WZ14_1_4_4,kan1,1,short,kan1,nasal,1,short,a,kan,kan,nasal,Keep,yes,k,voiceless stop
WZ14_2_46_9,tin2,2,short,tin2,nasal,2,short,i,tin,tin,nasal,Extra,NA,t,voiceless stop
WZ14_5_97_5,ɕoːn5,5,long,ɕoːn5,nasal,5,long,o,ɕoːn,ɕɤːən,nasal,Keep,yes,ɕ,voiceless fricative
WZ14_8_160_2,ɕak8,8,short,ɕak8,obstruent,8,short,a,ɕak,sak,obstruent,Extra,NA,s,voiceless fricative
WZ14_5_112_2,pan5,5,short,pan5,nasal,5,short,a,pan,pan,nasal,Keep,yes,p,voiceless stop
WZ14_5_92_14,taːn5,5,long,taːn5,nasal,5,long,a,taːn,taːn,nasal,Extra,NA,t,voiceless stop
WZ14_5_155_4,lon5,5,short,lon5,nasal,7,short,o,tok,tɔk,obstruent,Keep,no,t,voiceless stop
WZ14_5_107_10,ɕi5,5,short,ɕi5,nocoda,5,long,i,ɕiː,ɕiː,nocoda,Extra,NA,ɕ,voiceless fricative
WZ14_8_166_5,tok8,8,short,tok8,obstruent,8,short,o,tok,tɔk,obstruent,Extra,NA,t,voiceless stop
WZ14_2_36_3,toːn2,2,long,toːn2,nasal,2,long,o,toːn,tuːən,nasal,Keep,yes,t,voiceless stop
WZ14_7_143_5,tɯk7,7,short,tɯk7,obstruent,7,short,ɯ,tɯk,tɯk,obstruent,Keep,yes,t,voiceless stop
WZ14_7_151_5,tik7,7,short,tik7,obstruent,2,short,,,tan,nasal,Exclude Token,NA,t,voiceless stop
WZ14_3_70_4,hap7_or_man3_or_he3,3,short,he3,nocoda,3,long,e,heː,heː,nocoda,Keep,yes,h,voiceless fricative
WZ14_7_144_3,tɯk7,7,short,tɯk7,obstruent,7,short,ɯ,tɯk,tɯk,obstruent,Extra,NA,t,voiceless stop
WZ14_9_179_4,tiːt7,9,long,tiːt7,obstruent,7,short,i,tit,tiət,obstruent,Keep,no,t,voiceless stop
WZ14_5_107_11,ɕi5,5,short,ɕi5,nocoda,5,long,i,ɕiː,ɕiː,nocoda,Extra,NA,ɕ,voiceless fricative
WZ14_3_54_8,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Extra,NA,t,voiceless stop
WZ14_2_32_5,san2,2,short,san2,nasal,2,short,a,θan,san,nasal,Extra,NA,s,voiceless fricative
WZ14_2_31_4,san2,2,short,san2,nasal,2,short,a,θan,ɬan,nasal,Extra,yes,ɬ,voiceless fricative
WZ14_7_138_5,ɣat7,7,short,ɣat7,obstruent,7,short,a,ɣat,ɣat,obstruent,Keep,yes,ɣ,voiced fricative
WZ14_9_52_2,ʔjoːt9,9,long,ʔjoːt9,obstruent,9,long,,,ʔjoːt,obstruent,Skipped,NA,ʔ,glottal stop
WZ14_7_87_3,tɯk7_or_ɕaːu4,7,short,tɯk7,obstruent,7,long,,,tɯkfoi,nocoda,2S,NA,t,voiceless stop
WZ14_1_24_4,ɕɯ1,1,short,ɕɯ1,nocoda,1,long,ɯ,ɕɯː,ɕɯː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_7_144_4,tɯk7,7,short,tɯk7,obstruent,8,short,a,map,map,obstruent,Keep,no,m,nasal
WZ14_9_176_2,ɕaːt9,9,long,ɕaːt9,obstruent,5,long,oi,θoːi,ɬoːi,nocoda,Keep,no,ɬ,voiceless fricative
WZ14_3_54_9,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Extra,NA,t,voiceless stop
WZ14_4_90_4,puən4,4,short,puən4,nasal,3,NA,au,hau,hau,nocoda,Keep,no,h,voiceless fricative
